# The index has the following fields:
#
#   ID: A unique id of the form 01234.567 that identifies a model 
#       01234 is unique for each combination of (Protein, Species), and 567 is unique 
#       for each combination of (Experiment, Experiment Details, Model ID),
#       In other words, 01234 identifies the protein 'version', whereas 567 identifies 
#       the model 'version' for that protein version.
#   Protein: The protein name, e.g. RBFOX1.
#   Type: Indicates whether the protein is considered an RBP, a TF, etc.
#   Species: The species name, e.g. Homo sapiens.
#   Family: The protein family, e.g. Homeodomain.
#   Class: The protein structural class, e.g. Zinc-coordinating.
#   Experiment: The technology used to measure the training data, e.g. ChIP-seq, HT-SELEX.
#   Experiment Details: A list of strings that describe how the experiment was configured,
#                       e.g. ["Cell Line=K562","Lab=Stanford"]
#   Model ID: A number/string that can be used to identify this model as distinct from 
#             other models for the same (Protein, Species, Experiment, Experiment Details),
#             e.g. if a new, better model was trained and therefore needs a new version ID.
#   Comments: 
#
#
ID	Protein	Type	Species	Family	Class	Experiment	Experiment Details	Model	Cite	Labels	Path	Comment
D00549.006	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGAAAC20NAAA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_FL_TGAAAC20NAAA_2_W	
D00549.007	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGAAAC20NAAA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-1_FL_TGAAAC20NAAA_3_W	
D00549.008	NKX6-1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGAAAC20NAAA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX6-1_FL_TGAAAC20NAAA_4_W	
D00550.001	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTACAT20NTA','Cycle=2','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-2_DBD_TTACAT20NTA_2_AF	
D00550.002	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTACAT20NTA','Cycle=3','Batch=AF']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NKX6-2_DBD_TTACAT20NTA_3_AF	
D00550.003	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TTACAT20NTA','Cycle=4','Batch=AF']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-2_DBD_TTACAT20NTA_4_AF	
D00550.004	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGCAA20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-2_FL_TGGCAA20NGA_2_AE	
D00550.005	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGCAA20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NKX6-2_FL_TGGCAA20NGA_3_AE	
D00550.006	NKX6-2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=FL','Primer=TGGCAA20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NKX6-2_FL_TGGCAA20NGA_4_AE	
D00551.001	NOTO	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGTT30NTGC','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NOTO_DBD_TGCGTT30NTGC_2_AI	
D00551.002	NOTO	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGTT30NTGC','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NOTO_DBD_TGCGTT30NTGC_3_AI	
D00551.003	NOTO	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGTT30NTGC','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NOTO_DBD_TGCGTT30NTGC_4_AI	
D00551.004	NOTO	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGTT30NTGC','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NOTO_DBD_TGCGTT30NTGC_5_AI	
D00551.005	NOTO	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGCGTT30NTGC','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NOTO_DBD_TGCGTT30NTGC_6_AI	
D00552.001	NR2C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2C2_DBD_TCGACT20NCAT_2_Z	
D00552.002	NR2C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR2C2_DBD_TCGACT20NCAT_3_Z	
D00552.003	NR2C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGACT20NCAT','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2C2_DBD_TCGACT20NCAT_4_Z	
D00067.002	Nr2e1	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGCGC20NGCT','Cycle=2','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nr2e1_DBD_TCGCGC20NGCT_2_AA	
D00067.003	Nr2e1	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGCGC20NGCT','Cycle=3','Batch=AA']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nr2e1_DBD_TCGCGC20NGCT_3_AA	
D00067.004	Nr2e1	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCGCGC20NGCT','Cycle=4','Batch=AA']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Nr2e1_DBD_TCGCGC20NGCT_4_AA	
D00553.001	NR2E1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TAACAA20NACA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2E1_FL_TAACAA20NACA_2_W	
D00553.002	NR2E1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TAACAA20NACA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2E1_FL_TAACAA20NACA_3_W	
D00553.003	NR2E1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TAACAA20NACA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR2E1_FL_TAACAA20NACA_4_W	
D00554.001	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCTGAC30NAGG','Cycle=2','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_DBD_TCTGAC30NAGG_2_AI	
D00554.002	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCTGAC30NAGG','Cycle=3','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_DBD_TCTGAC30NAGG_3_AI	
D00554.003	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCTGAC30NAGG','Cycle=4','Batch=AI']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR2F1_DBD_TCTGAC30NAGG_4_AI	
D00554.004	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCTGAC30NAGG','Cycle=5','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_DBD_TCTGAC30NAGG_5_AI	
D00554.005	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCTGAC30NAGG','Cycle=6','Batch=AI']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_DBD_TCTGAC30NAGG_6_AI	
D00554.006	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTGAC20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_FL_TCTGAC20NGA_2_AE	
D00554.007	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTGAC20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F1_FL_TCTGAC20NGA_3_AE	
D00554.008	NR2F1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTGAC20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NR2F1_FL_TCTGAC20NGA_4_AE	
D00030.002	Nr2f6	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TAGTTT20NCG','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nr2f6_DBD_TAGTTT20NCG_2_Z	
D00030.003	Nr2f6	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TAGTTT20NCG','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Nr2f6_DBD_TAGTTT20NCG_3_Z	
D00030.004	Nr2f6	TF	Mus musculus	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TAGTTT20NCG','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Nr2f6_DBD_TAGTTT20NCG_4_Z	
D00555.001	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGTGGA20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F6_DBD_TGTGGA20NGA_2_Y	
D00555.002	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGTGGA20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR2F6_DBD_TGTGGA20NGA_3_Y	
D00555.003	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGTGGA20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F6_DBD_TGTGGA20NGA_4_Y	
D00555.004	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTTGA20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F6_FL_TCTTGA20NGA_2_AE	
D00555.005	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTTGA20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NR2F6_FL_TCTTGA20NGA_3_AE	
D00555.006	NR2F6	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCTTGA20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR2F6_FL_TCTTGA20NGA_4_AE	
D00556.001	NR3C1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=2','Batch=AG']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR3C1_DBD_TGACGA20NGCA_2_AG	
D00556.002	NR3C1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=3','Batch=AG']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR3C1_DBD_TGACGA20NGCA_3_AG	
D00556.003	NR3C1	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TGACGA20NGCA','Cycle=4','Batch=AG']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR3C1_DBD_TGACGA20NGCA_4_AG	
D00557.001	NR3C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCAGAG20NAGA','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR3C2_DBD_TCAGAG20NAGA_2_AC	
D00557.002	NR3C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCAGAG20NAGA','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR3C2_DBD_TCAGAG20NAGA_3_AC	
D00557.003	NR3C2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=DBD','Primer=TCAGAG20NAGA','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NR3C2_DBD_TCAGAG20NAGA_4_AC	
D00558.001	NR4A2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCATTG20NTTA','Cycle=2','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NR4A2_FL_TCATTG20NTTA_2_W	
D00558.002	NR4A2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCATTG20NTTA','Cycle=3','Batch=W']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NR4A2_FL_TCATTG20NTTA_3_W	
D00558.003	NR4A2	TF	Homo sapiens	Nuclear receptor		SELEX	['CloneType=FL','Primer=TCATTG20NTTA','Cycle=4','Batch=W']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/NR4A2_FL_TCATTG20NTTA_4_W	
D00559.001	NRF1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAGCGA20NCG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NRF1_FL_TAGCGA20NCG_2_AC	
D00559.002	NRF1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAGCGA20NCG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRF1_FL_TAGCGA20NCG_3_AC	
D00559.003	NRF1	TF	Homo sapiens			SELEX	['CloneType=FL','Primer=TAGCGA20NCG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRF1_FL_TAGCGA20NCG_4_AC	
D00560.001	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=2','Batch=O']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRL_DBD_TGGAGC20NGA_2_O	
D00560.002	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=3','Batch=O']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRL_DBD_TGGAGC20NGA_3_O	
D00560.003	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=4','Batch=O']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/NRL_DBD_TGGAGC20NGA_4_O	
D00560.004	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=5','Batch=O']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRL_DBD_TGGAGC20NGA_5_O	
D00560.005	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=6','Batch=O']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRL_DBD_TGGAGC20NGA_6_O	
D00560.006	NRL	TF	Homo sapiens	bZIP		SELEX	['CloneType=DBD','Primer=TGGAGC20NGA','Cycle=7','Batch=O']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/NRL_DBD_TGGAGC20NGA_7_O	
D00561.001	OLIG1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGCCTG20NTCC','Cycle=2','Batch=Z']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/OLIG1_DBD_TGCCTG20NTCC_2_Z	
D00561.002	OLIG1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGCCTG20NTCC','Cycle=3','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/OLIG1_DBD_TGCCTG20NTCC_3_Z	
D00561.003	OLIG1	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGCCTG20NTCC','Cycle=4','Batch=Z']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG1_DBD_TGCCTG20NTCC_4_Z	
D00562.001	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCTTTC20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG2_DBD_TCTTTC20NGA_2_Y	
D00562.002	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCTTTC20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/OLIG2_DBD_TCTTTC20NGA_3_Y	
D00562.003	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TCTTTC20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG2_DBD_TCTTTC20NGA_4_Y	
D00562.004	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGCGCC20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG2_FL_TGCGCC20NGA_2_AE	
D00562.005	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGCGCC20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG2_FL_TGCGCC20NGA_3_AE	
D00562.006	OLIG2	TF	Homo sapiens	bHLH		SELEX	['CloneType=FL','Primer=TGCGCC20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/OLIG2_FL_TGCGCC20NGA_4_AE	
D00563.001	OLIG3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGTCCG20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG3_DBD_TGTCCG20NGA_2_Y	
D00563.002	OLIG3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGTCCG20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/OLIG3_DBD_TGTCCG20NGA_3_Y	
D00563.003	OLIG3	TF	Homo sapiens	bHLH		SELEX	['CloneType=DBD','Primer=TGTCCG20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OLIG3_DBD_TGTCCG20NGA_4_Y	
D00564.001	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCTC20NTCT','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ONECUT1_DBD_TAGCTC20NTCT_2_Y	
D00564.002	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCTC20NTCT','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ONECUT1_DBD_TAGCTC20NTCT_3_Y	
D00564.003	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGCTC20NTCT','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ONECUT1_DBD_TAGCTC20NTCT_4_Y	
D00564.004	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=FL','Primer=TCGCAT20NGA','Cycle=2','Batch=AE']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ONECUT1_FL_TCGCAT20NGA_2_AE	
D00564.005	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=FL','Primer=TCGCAT20NGA','Cycle=3','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ONECUT1_FL_TCGCAT20NGA_3_AE	
D00564.006	ONECUT1	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=FL','Primer=TCGCAT20NGA','Cycle=4','Batch=AE']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ONECUT1_FL_TCGCAT20NGA_4_AE	
D00565.001	ONECUT2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TGGGCG30NCGT','Cycle=2','Batch=AH']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ONECUT2_DBD_TGGGCG30NCGT_2_AH	
D00565.002	ONECUT2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TGGGCG30NCGT','Cycle=3','Batch=AH']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ONECUT2_DBD_TGGGCG30NCGT_3_AH	
D00565.003	ONECUT2	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TGGGCG30NCGT','Cycle=4','Batch=AH']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ONECUT2_DBD_TGGGCG30NCGT_4_AH	
D00566.001	ONECUT3	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGAAC20NAAT','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/ONECUT3_DBD_TAGAAC20NAAT_2_Y	
D00566.002	ONECUT3	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGAAC20NAAT','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/ONECUT3_DBD_TAGAAC20NAAT_3_Y	
D00566.003	ONECUT3	TF	Homo sapiens	CUT,Homeodomain		SELEX	['CloneType=DBD','Primer=TAGAAC20NAAT','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/ONECUT3_DBD_TAGAAC20NAAT_4_Y	
D00567.001	Otx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Otx1_DBD_TCTTAG20NATG_2_AC	
D00567.002	Otx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/Otx1_DBD_TCTTAG20NATG_3_AC	
D00567.003	Otx1	TF	Mus musculus	Homeodomain		SELEX	['CloneType=DBD','Primer=TCTTAG20NATG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/Otx1_DBD_TCTTAG20NATG_4_AC	
D00568.001	OTX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/OTX1_DBD_TGATAA20NGA_2_Y	
D00568.002	OTX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/OTX1_DBD_TGATAA20NGA_3_Y	
D00568.003	OTX1	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TGATAA20NGA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OTX1_DBD_TGATAA20NGA_4_Y	
D00569.001	OTX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=2','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/OTX2_DBD_TATGGG20NGGG_2_AC	
D00569.002	OTX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=3','Batch=AC']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/OTX2_DBD_TATGGG20NGGG_3_AC	
D00569.003	OTX2	TF	Homo sapiens	Homeodomain		SELEX	['CloneType=DBD','Primer=TATGGG20NGGG','Cycle=4','Batch=AC']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/OTX2_DBD_TATGGG20NGGG_4_AC	
D00570.001	PAX1	TF	Homo sapiens	Paired box		SELEX	['CloneType=DBD','Primer=TAACTT20NTCA','Cycle=2','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/unmatched/final/PAX1_DBD_TAACTT20NTCA_2_Y	
D00570.002	PAX1	TF	Homo sapiens	Paired box		SELEX	['CloneType=DBD','Primer=TAACTT20NTCA','Cycle=3','Batch=Y']	deepbind 0.1	PMID 23332764		E:/Results/deepbind/selex/best/final/PAX1_DBD_TAACTT20NTCA_3_Y	
D00570.003	PAX1	TF	Homo sapiens	Paired box		SELEX	['CloneType=DBD','Primer=TAACTT20NTCA','Cycle=4','Batch=Y']	deepbind 0.1	PMID 23332764	deprecated	E:/Results/deepbind/selex/matched/final/PAX1_DBD_TAACTT20NTCA_4_Y	
